Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       4/4           std::_Miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [211]
-----------------------------------------------
                0.00    0.00       2/2           double* std::__uninitialized_copy<true>::__uninit_copy<double const*, double*>(double const*, double const*, double*) [101]
[108]    0.0    0.00    0.00       2         double* std::copy<double const*, double*>(double const*, double const*, double*) [108]
                0.00    0.00       2/2           double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [103]
                0.00    0.00       4/4           std::_Miter_base<double const*>::iterator_type std::__miter_base<double const*>(double const*) [212]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [97]
[109]    0.0    0.00    0.00       2         __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&) [109]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [110]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&) [109]
[110]    0.0    0.00    0.00       2         std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [110]
                0.00    0.00       2/2           std::enable_if<!std::allocator_traits<std::allocator<double> >::__select_helper<std::allocator<double> const>::value, std::allocator<double> const>::type std::allocator_traits<std::allocator<double> >::_S_select<std::allocator<double> const>(std::allocator<double> const&) [111]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [110]
[111]    0.0    0.00    0.00       2         std::enable_if<!std::allocator_traits<std::allocator<double> >::__select_helper<std::allocator<double> const>::value, std::allocator<double> const>::type std::allocator_traits<std::allocator<double> >::_S_select<std::allocator<double> const>(std::allocator<double> const&) [111]
                0.00    0.00       2/4999986     std::allocator<double>::allocator(std::allocator<double> const&) [28]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[112]    0.0    0.00    0.00       2         std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [112]
                0.00    0.00       2/2           std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1l, 1000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [113]
-----------------------------------------------
                0.00    0.00       2/2           std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [112]
[113]    0.0    0.00    0.00       2         std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1l, 1000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [113]
                0.00    0.00       2/3749994     std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [43]
                0.00    0.00       2/2           std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, void>(long const&) [240]
-----------------------------------------------
                0.00    0.00       5/22009917     DoublePendEquations::DoublePendEquations(double, double, double, double, double) [57]
                0.00    0.00   10000/22009917     RK4::query(double, double, double) [33]
                0.00    0.00 1999992/22009917     RK4::solve(double, double, std::vector<double, std::allocator<double> >) [2]
                0.00    0.00 3999984/22009917     DoublePendEquations::getValues(double, std::vector<double, std::allocator<double> > const&) [3]
                0.00    0.00 5999976/22009917     RK4::vectorAdd(std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> > const&) [5]
                0.00    0.00 9999960/22009917     std::vector<double, std::allocator<double> >::at(unsigned long) [15]
[120]    0.0    0.00    0.00 22009917         std::vector<double, std::allocator<double> >::operator[](unsigned long) [120]
-----------------------------------------------
                0.00    0.00       2/8750105     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [97]
                0.00    0.00       2/8750105     void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [41]
                0.00    0.00      12/8750105     std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [78]
                0.00    0.00     104/8750105     void std::vector<double, std::allocator<double> >::_M_emplace_back_aux<double const&>(double const&) [45]
                0.00    0.00  249999/8750105     std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::_Vector_base<double, std::allocator<double> >&&) [67]
                0.00    0.00  249999/8750105     std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [59]
                0.00    0.00 1999992/8750105     std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [12]
                0.00    0.00 2499990/8750105     std::vector<double, std::allocator<double> >::_M_move_assign(std::vector<double, std::allocator<double> >&&, std::integral_constant<bool, true>) [7]
                0.00    0.00 3750005/8750105     std::vector<double, std::allocator<double> >::~vector() [9]
[121]    0.0    0.00    0.00 8750105         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [121]
-----------------------------------------------
                0.00    0.00 7249995/7249995     std::allocator<double>::~allocator() [27]
[122]    0.0    0.00    0.00 7249995         __gnu_cxx::new_allocator<double>::~new_allocator() [122]
-----------------------------------------------
                0.00    0.00 3750061/3750061     void std::_Destroy<double*>(double*, double*) [63]
[123]    0.0    0.00    0.00 3750061         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [123]
-----------------------------------------------
                0.00    0.00 2250167/2250167     std::_Niter_base<double*>::iterator_type std::__niter_base<double*>(double*) [30]
[124]    0.0    0.00    0.00 2250167         std::_Iter_base<double*, false>::_S_base(double*) [124]
-----------------------------------------------
                0.00    0.00     112/2250163     std::enable_if<std::allocator_traits<std::allocator<double> >::__maxsize_helper<std::allocator<double> const>::value, unsigned long>::type std::allocator_traits<std::allocator<double> >::_S_max_size<std::allocator<double> const>(std::allocator<double> const&) [185]
                0.00    0.00 2250051/2250163     __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [127]
[125]    0.0    0.00    0.00 2250163         __gnu_cxx::new_allocator<double>::max_size() const [125]
-----------------------------------------------
                0.00    0.00 2250051/2250051     std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [49]
[126]    0.0    0.00    0.00 2250051         __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [126]
-----------------------------------------------
                0.00    0.00 2250051/2250051     std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [128]
[127]    0.0    0.00    0.00 2250051         __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [127]
                0.00    0.00 2250051/2250163     __gnu_cxx::new_allocator<double>::max_size() const [125]
-----------------------------------------------
                0.00    0.00       2/2250051     void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [41]
                0.00    0.00       4/2250051     std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [78]
                0.00    0.00      52/2250051     void std::vector<double, std::allocator<double> >::_M_emplace_back_aux<double const&>(double const&) [45]
                0.00    0.00 2249993/2250051     std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [51]
[128]    0.0    0.00    0.00 2250051         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [128]
                0.00    0.00 2250051/2250051     __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [127]
-----------------------------------------------
                0.00    0.00  249999/1749993     std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::_Vector_base<double, std::allocator<double> >&&) [67]
                0.00    0.00  249999/1749993     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double>&&) [69]
                0.00    0.00 1249995/1749993     void std::__do_alloc_on_move<std::allocator<double> >(std::allocator<double>&, std::allocator<double>&, std::integral_constant<bool, true>) [135]
[129]    0.0    0.00    0.00 1749993         std::remove_reference<std::allocator<double>&>::type&& std::move<std::allocator<double>&>(std::allocator<double>&) [129]
-----------------------------------------------
                0.00    0.00  249999/1499994     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> >&&) [68]
                0.00    0.00 1249995/1499994     std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> >&&) [6]
[130]    0.0    0.00    0.00 1499994         std::remove_reference<std::vector<double, std::allocator<double> >&>::type&& std::move<std::vector<double, std::allocator<double> >&>(std::vector<double, std::allocator<double> >&) [130]
-----------------------------------------------
                0.00    0.00       2/1250109     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [97]
                0.00    0.00     112/1250109     std::vector<double, std::allocator<double> >::max_size() const [182]
                0.00    0.00 1249995/1250109     std::_Vector_base<double, std::allocator<double> >::get_allocator() const [38]
[131]    0.0    0.00    0.00 1250109         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [131]
-----------------------------------------------
                0.00    0.00 1249996/1249996     RK4::solve(double, double, std::vector<double, std::allocator<double> >) [2]
[132]    0.0    0.00    0.00 1249996         std::chrono::duration<long, std::ratio<1l, 1000000l> >::count() const [132]
-----------------------------------------------
                0.00    0.00 1249996/1249996     std::chrono::duration<long, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [66]
[133]    0.0    0.00    0.00 1249996         std::chrono::duration<long, std::ratio<1l, 1000000l> >::duration<long, void>(long const&) [133]
-----------------------------------------------
                0.00    0.00 1249995/1249995     std::vector<double, std::allocator<double> >::_M_move_assign(std::vector<double, std::allocator<double> >&&, std::integral_constant<bool, true>) [7]
[134]    0.0    0.00    0.00 1249995         __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_propagate_on_move_assign() [134]
-----------------------------------------------
                0.00    0.00 1249995/1249995     void std::__alloc_on_move<std::allocator<double> >(std::allocator<double>&, std::allocator<double>&) [53]
[135]    0.0    0.00    0.00 1249995         void std::__do_alloc_on_move<std::allocator<double> >(std::allocator<double>&, std::allocator<double>&, std::integral_constant<bool, true>) [135]
                0.00    0.00 1249995/1749993     std::remove_reference<std::allocator<double>&>::type&& std::move<std::allocator<double>&>(std::allocator<double>&) [129]
-----------------------------------------------
                0.00    0.00   22500/1022496     RK4::query(double, double, double) [33]
                0.00    0.00  999996/1022496     RK4::solve(double, double, std::vector<double, std::allocator<double> >) [2]
[136]    0.0    0.00    0.00 1022496         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator[](unsigned long) [136]
-----------------------------------------------
                0.00    0.00  999996/999996      DoublePendEquations::getValues(double, std::vector<double, std::allocator<double> > const&) [3]
[137]    0.0    0.00    0.00  999996         DoublePendEquations::lowerThetaPrime(double) [137]
-----------------------------------------------
                0.00    0.00  499998/999996      std::_Miter_base<std::vector<double, std::allocator<double> >* const*>::iterator_type std::__miter_base<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*) [143]
                0.00    0.00  499998/999996      std::_Niter_base<std::vector<double, std::allocator<double> >* const*>::iterator_type std::__niter_base<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*) [144]
[138]    0.0    0.00    0.00  999996         std::_Iter_base<std::vector<double, std::allocator<double> >* const*, false>::_S_base(std::vector<double, std::allocator<double> >* const*) [138]
-----------------------------------------------
                0.00    0.00  499998/499998      std::allocator<std::vector<double, std::allocator<double> >*>::~allocator() [141]
[139]    0.0    0.00    0.00  499998         __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*>::~new_allocator() [139]
-----------------------------------------------
                0.00    0.00  249999/499998      std::initializer_list<std::vector<double, std::allocator<double> >*>::end() const [150]
                0.00    0.00  249999/499998      std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::vector(std::initializer_list<std::vector<double, std::allocator<double> >*>, std::allocator<std::vector<double, std::allocator<double> >*> const&) [56]
[140]    0.0    0.00    0.00  499998         std::initializer_list<std::vector<double, std::allocator<double> >*>::begin() const [140]
-----------------------------------------------
                0.00    0.00  249999/499998      RK4::solve(double, double, std::vector<double, std::allocator<double> >) [2]
                0.00    0.00  249999/499998      std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_Vector_impl::~_Vector_impl() [159]
[141]    0.0    0.00    0.00  499998         std::allocator<std::vector<double, std::allocator<double> >*>::~allocator() [141]
                0.00    0.00  499998/499998      __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*>::~new_allocator() [139]
-----------------------------------------------
                0.00    0.00  249999/499998      std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::~vector() [164]
                0.00    0.00  249999/499998      void std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_M_range_initialize<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::forward_iterator_tag) [55]
[142]    0.0    0.00    0.00  499998         std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_M_get_Tp_allocator() [142]
-----------------------------------------------
                0.00    0.00  499998/499998      std::vector<double, std::allocator<double> >** std::copy<std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [172]
[143]    0.0    0.00    0.00  499998         std::_Miter_base<std::vector<double, std::allocator<double> >* const*>::iterator_type std::__miter_base<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*) [143]
                0.00    0.00  499998/999996      std::_Iter_base<std::vector<double, std::allocator<double> >* const*, false>::_S_base(std::vector<double, std::allocator<double> >* const*) [138]
-----------------------------------------------
                0.00    0.00  499998/499998      std::vector<double, std::allocator<double> >** std::__copy_move_a2<false, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [168]
[144]    0.0    0.00    0.00  499998         std::_Niter_base<std::vector<double, std::allocator<double> >* const*>::iterator_type std::__niter_base<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*) [144]
                0.00    0.00  499998/999996      std::_Iter_base<std::vector<double, std::allocator<double> >* const*, false>::_S_base(std::vector<double, std::allocator<double> >* const*) [138]
-----------------------------------------------
                0.00    0.00  249999/249999      std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_M_deallocate(std::vector<double, std::allocator<double> >**, unsigned long) [160]
[145]    0.0    0.00    0.00  249999         __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*>::deallocate(std::vector<double, std::allocator<double> >**, unsigned long) [145]
-----------------------------------------------
                0.00    0.00  249999/249999      std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_M_allocate(unsigned long) [157]
[146]    0.0    0.00    0.00  249999         __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*>::allocate(unsigned long, void const*) [146]
                0.00    0.00  249999/249999      __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*>::max_size() const [149]
-----------------------------------------------
                0.00    0.00  249999/249999      std::allocator<std::vector<double, std::allocator<double> >*>::allocator(std::allocator<std::vector<double, std::allocator<double> >*> const&) [152]
[147]    0.0    0.00    0.00  249999         __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*>::new_allocator(__gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*> const&) [147]
-----------------------------------------------
                0.00    0.00  249999/249999      std::allocator<std::vector<double, std::allocator<double> >*>::allocator() [153]
[148]    0.0    0.00    0.00  249999         __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*>::new_allocator() [148]
-----------------------------------------------
                0.00    0.00  249999/249999      __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*>::allocate(unsigned long, void const*) [146]
[149]    0.0    0.00    0.00  249999         __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*>::max_size() const [149]
-----------------------------------------------
                0.00    0.00  249999/249999      std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::vector(std::initializer_list<std::vector<double, std::allocator<double> >*>, std::allocator<std::vector<double, std::allocator<double> >*> const&) [56]
[150]    0.0    0.00    0.00  249999         std::initializer_list<std::vector<double, std::allocator<double> >*>::end() const [150]
                0.00    0.00  249999/499998      std::initializer_list<std::vector<double, std::allocator<double> >*>::begin() const [140]
                0.00    0.00  249999/249999      std::initializer_list<std::vector<double, std::allocator<double> >*>::size() const [151]
-----------------------------------------------
                0.00    0.00  249999/249999      std::initializer_list<std::vector<double, std::allocator<double> >*>::end() const [150]
[151]    0.0    0.00    0.00  249999         std::initializer_list<std::vector<double, std::allocator<double> >*>::size() const [151]
-----------------------------------------------
                0.00    0.00  249999/249999      std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_Vector_impl::_Vector_impl(std::allocator<std::vector<double, std::allocator<double> >*> const&) [158]
[152]    0.0    0.00    0.00  249999         std::allocator<std::vector<double, std::allocator<double> >*>::allocator(std::allocator<std::vector<double, std::allocator<double> >*> const&) [152]
                0.00    0.00  249999/249999      __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*>::new_allocator(__gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*> const&) [147]
-----------------------------------------------
                0.00    0.00  249999/249999      RK4::solve(double, double, std::vector<double, std::allocator<double> >) [2]
[153]    0.0    0.00    0.00  249999         std::allocator<std::vector<double, std::allocator<double> >*>::allocator() [153]
                0.00    0.00  249999/249999      __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*>::new_allocator() [148]
-----------------------------------------------
                0.00    0.00  249999/249999      std::_Niter_base<std::vector<double, std::allocator<double> >**>::iterator_type std::__niter_base<std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >**) [166]
[154]    0.0    0.00    0.00  249999         std::_Iter_base<std::vector<double, std::allocator<double> >**, false>::_S_base(std::vector<double, std::allocator<double> >**) [154]
-----------------------------------------------
                0.00    0.00  249999/249999      std::vector<double, std::allocator<double> >** std::__copy_move_a<false, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [167]
[155]    0.0    0.00    0.00  249999         std::vector<double, std::allocator<double> >** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [155]
-----------------------------------------------
                0.00    0.00  249999/249999      void std::_Destroy<std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >**, std::vector<double, std::allocator<double> >**) [173]
[156]    0.0    0.00    0.00  249999         void std::_Destroy_aux<true>::__destroy<std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >**, std::vector<double, std::allocator<double> >**) [156]
-----------------------------------------------
                0.00    0.00  249999/249999      void std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_M_range_initialize<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::forward_iterator_tag) [55]
[157]    0.0    0.00    0.00  249999         std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_M_allocate(unsigned long) [157]
                0.00    0.00  249999/249999      __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*>::allocate(unsigned long, void const*) [146]
-----------------------------------------------
                0.00    0.00  249999/249999      std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_Vector_base(std::allocator<std::vector<double, std::allocator<double> >*> const&) [161]
[158]    0.0    0.00    0.00  249999         std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_Vector_impl::_Vector_impl(std::allocator<std::vector<double, std::allocator<double> >*> const&) [158]
                0.00    0.00  249999/249999      std::allocator<std::vector<double, std::allocator<double> >*>::allocator(std::allocator<std::vector<double, std::allocator<double> >*> const&) [152]
-----------------------------------------------
                0.00    0.00  249999/249999      std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::~_Vector_base() [162]
[159]    0.0    0.00    0.00  249999         std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_Vector_impl::~_Vector_impl() [159]
                0.00    0.00  249999/499998      std::allocator<std::vector<double, std::allocator<double> >*>::~allocator() [141]
-----------------------------------------------
                0.00    0.00  249999/249999      std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::~_Vector_base() [162]
[160]    0.0    0.00    0.00  249999         std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_M_deallocate(std::vector<double, std::allocator<double> >**, unsigned long) [160]
                0.00    0.00  249999/249999      __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> >*>::deallocate(std::vector<double, std::allocator<double> >**, unsigned long) [145]
-----------------------------------------------
                0.00    0.00  249999/249999      std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::vector(std::initializer_list<std::vector<double, std::allocator<double> >*>, std::allocator<std::vector<double, std::allocator<double> >*> const&) [56]
[161]    0.0    0.00    0.00  249999         std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_Vector_base(std::allocator<std::vector<double, std::allocator<double> >*> const&) [161]
                0.00    0.00  249999/249999      std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_Vector_impl::_Vector_impl(std::allocator<std::vector<double, std::allocator<double> >*> const&) [158]
-----------------------------------------------
                0.00    0.00  249999/249999      std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::~vector() [164]
[162]    0.0    0.00    0.00  249999         std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::~_Vector_base() [162]
                0.00    0.00  249999/249999      std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_Vector_impl::~_Vector_impl() [159]
                0.00    0.00  249999/249999      std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_M_deallocate(std::vector<double, std::allocator<double> >**, unsigned long) [160]
-----------------------------------------------
                0.00    0.00  249999/249999      std::vector<double, std::allocator<double> >** std::uninitialized_copy<std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [169]
[163]    0.0    0.00    0.00  249999         std::vector<double, std::allocator<double> >** std::__uninitialized_copy<true>::__uninit_copy<std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [163]
                0.00    0.00  249999/249999      std::vector<double, std::allocator<double> >** std::copy<std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [172]
-----------------------------------------------
                0.00    0.00  249999/249999      RK4::solve(double, double, std::vector<double, std::allocator<double> >) [2]
[164]    0.0    0.00    0.00  249999         std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::~vector() [164]
                0.00    0.00  249999/499998      std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_M_get_Tp_allocator() [142]
                0.00    0.00  249999/249999      void std::_Destroy<std::vector<double, std::allocator<double> >**, std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >**, std::vector<double, std::allocator<double> >**, std::allocator<std::vector<double, std::allocator<double> >*>&) [174]
                0.00    0.00  249999/249999      std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::~_Vector_base() [162]
-----------------------------------------------
                0.00    0.00  249999/249999      std::iterator_traits<std::vector<double, std::allocator<double> >* const*>::difference_type std::distance<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*) [175]
[165]    0.0    0.00    0.00  249999         std::iterator_traits<std::vector<double, std::allocator<double> >* const*>::difference_type std::__distance<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::random_access_iterator_tag) [165]
-----------------------------------------------
                0.00    0.00  249999/249999      std::vector<double, std::allocator<double> >** std::__copy_move_a2<false, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [168]
[166]    0.0    0.00    0.00  249999         std::_Niter_base<std::vector<double, std::allocator<double> >**>::iterator_type std::__niter_base<std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >**) [166]
                0.00    0.00  249999/249999      std::_Iter_base<std::vector<double, std::allocator<double> >**, false>::_S_base(std::vector<double, std::allocator<double> >**) [154]
-----------------------------------------------
                0.00    0.00  249999/249999      std::vector<double, std::allocator<double> >** std::__copy_move_a2<false, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [168]
[167]    0.0    0.00    0.00  249999         std::vector<double, std::allocator<double> >** std::__copy_move_a<false, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**) [167]
